,fid,idiip,id_prng,naz_glowna,el_rozroz,el_rodzaj,dopelniacz,przymiot,status_naz,kat_ob,rodzaj_ob,naz_m_nad,id_m_nad,infor_dod,sys_zew,id_zew,tyt_d_zrod,dat_d_zrod,wyd_d_zrod,reprez_ob,wsp_geo,wsp_XY,naz_his,naz_obo,naz_dod,jez_dod,lat_dod,endonim,jez_end,lat_end,egzonim,jez_egz,lat_egz,woj,powiat,gmina,id_gminy,pocz_w_ob,wer_ob,wazna_od,geometry,nearest1,cluster1,nearest2,nearest2_dist,cluster2,nearest3,nearest3_dist,cluster3,nearest4,nearest4_dist,cluster4,nearest5,nearest5_dist,cluster5,line1,line2,line3,line4,line5
603,604,PL.PZGiK.320.NGRP.107529,107529,Polkowice,Polkowice,,-wic,polkowicki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0954165,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°30'12"" 16°04'06""",296596.4 408155.92,,,,,,,,,,,,dolnośląskie,polkowicki,Polkowice-gmina miejsko-wiejska,0216043,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-07-29,POINT (296596.3999999999 408155.919999999),86,626,-1,17966,613.0,-1,30341,244.0,-1,30341,244.0,-1,30341,244.0,"LINESTRING (296596.3999999999 408155.919999999, 284707.7500000001 399355.92000000086)",,,,
604,605,PL.PZGiK.320.NGRP.107674,107674,Połaniec,Połaniec,,-ńca,połaniecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0980783,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°25'57"" 21°16'50""",661910.63 287523.28,,,,,,,,,,,,świętokrzyskie,staszowski,Połaniec-gmina miejsko-wiejska,2612053,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-09-21,POINT (661910.6299999999 287523.27999999933),543,543,-1,15503,814.0,-1,15503,863.0,-1,18901,863.0,-1,141893,244.0,"LINESTRING (661910.6299999999 287523.27999999933, 673109.25 297618.7399999993)",,,,
605,606,PL.PZGiK.320.NGRP.107701,107701,Połczyn-Zdrój,Połczyn-Zdrój,,-na-Zdroju,połczyński,urzędowa,miejscowość,miasto,,,"do 2007 r. - istniały części miasta: Dziwogóra, Głażówka, Łężek, Międzyborze, Ogarki, Ostrowąs, Połczyńska, Przyrowo, Tamka (nazwy zniesione)",TERYT (SIMC),0950144,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra SWiA z dnia 20 grudnia 2007 r, D.U. Nr 245, poz. 1811; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 2007-12-20; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Spraw Wewnętrznych i Administracji; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"53°46'01"" 16°05'27""",308327.33 659737.16,,,,,,,,,,,,zachodniopomorskie,świdwiński,Połczyn-Zdrój-gmina miejsko-wiejska,3216033,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-03-04,POINT (308327.3300000001 659737.1600000001),15,606,805,20895,869.0,-1,36052,829.0,-1,36052,848.0,-1,209878,244.0,"LINESTRING (308327.3300000001 659737.1600000001, 325646.1599999999 656590.9299999978)","LINESTRING (308327.3300000001 659737.1600000001, 287505.71999999986 661497.1100000003)",,,
606,607,PL.PZGiK.320.NGRP.107982,107982,Poniatowa,Poniatowa,,-wej,poniatowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0956744,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°11'24"" 22°04'03""",714278.69 373730.85,,,,,,,,,,,,lubelskie,opolski,Poniatowa-gmina miejsko-wiejska,0612063,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-12-08,POINT (714278.69 373730.8499999987),538,607,-1,14987,607.0,-1,22637,863.0,-1,69136,863.0,-1,148181,244.0,"LINESTRING (714278.69 373730.8499999987, 707594.5 368698.63999999966)",,,,
607,608,PL.PZGiK.320.NGRP.108014,108014,Poniec,Poniec,,-ca,poniecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0954596,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°45'48"" 16°48'31""",348826.42 435273.07,,,,,,,,,,,,wielkopolskie,gostyński,Poniec-gmina miejsko-wiejska,3004073,2021-12-21T22:39:50,2021-12-21T22:39:50,2016-03-16,POINT (348826.42 435273.0700000003),48,608,676,10096,676.0,-1,27858,766.0,-1,34231,848.0,-1,34231,244.0,"LINESTRING (348826.42 435273.0700000003, 344511.3500000002 429176.03000000026)","LINESTRING (348826.42 435273.0700000003, 339152.0800000003 438162.6199999992)",,,
608,609,PL.PZGiK.320.NGRP.108612,108612,Poręba,Poręba,,-by,porębski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0942216,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°29'19"" 19°20'26""",524151.09 291335.83,,,,,,,,,,,,śląskie,zawierciański,Poręba-gmina miejska,2416011,2021-09-23T00:36:50,2021-09-23T00:36:50,2014-12-15,POINT (524151.0900000002 291335.8300000001),928,928,473,9557,951.0,-1,21423,540.0,-1,64768,863.0,-1,64768,244.0,"LINESTRING (524151.0900000002 291335.8300000001, 530199.2299999999 291274.39999999944)","LINESTRING (524151.0900000002 291335.8300000001, 522888.4500000001 300809.9400000004)",,,
609,610,PL.PZGiK.320.NGRP.109574,109574,Poznań,Poznań,,-nia,poznański,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0969400,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°24'29"" 16°56'00""",359474.49 506675.45,,,,,,,,,,,,wielkopolskie,Poznań,Poznań-gmina miejska,3064011,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-04-13,POINT (359474.4900000001 506675.4500000002),388,635,-1,19374,635.0,-1,19374,766.0,-1,19374,848.0,-1,79340,244.0,"LINESTRING (359474.4900000001 506675.4500000002, 355482.07000000007 499894.3400000008)",,,,
610,611,PL.PZGiK.320.NGRP.109840,109840,Prabuty,Prabuty,,-but,prabucki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0932962,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"53°45'32"" 19°11'56""",513108.35 654926.69,,,,,,,,,,,,pomorskie,kwidzyński,Prabuty-gmina miejsko-wiejska,2207043,2021-09-23T00:36:50,2021-09-23T00:36:50,2013-06-09,POINT (513108.35 654926.6899999985),770,770,-1,17331,862.0,357,17331,862.0,-1,57494,848.0,-1,124867,244.0,"LINESTRING (513108.35 654926.6899999985, 522353.06999999995 650453.3399999989)",,"LINESTRING (513108.35 654926.6899999985, 495969.9000000001 652345.7699999996)",,
611,612,PL.PZGiK.320.NGRP.109947,109947,Praszka,Praszka,,-ki,praszecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0932353,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°03'14"" 18°27'11""",461682.51 354249.62,,,,,,,,,,,,opolskie,oleski,Praszka-gmina miejsko-wiejska,1608043,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-10-25,POINT (461682.5100000001 354249.6200000001),192,612,-1,18022,612.0,-1,19818,540.0,-1,33961,863.0,-1,33961,244.0,"LINESTRING (461682.5100000001 354249.6200000001, 459501.9000000001 351418.37999999896)",,,,
612,613,PL.PZGiK.320.NGRP.110148,110148,Prochowice,Prochowice,,-wic,prochowicki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0954171,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°16'23"" 16°21'44""",316066.31 381805.1,,,,,,,,,,,,dolnośląskie,legnicki,Prochowice-gmina miejsko-wiejska,0209073,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-07-07,POINT (316066.3100000003 381805.0999999996),360,613,796,16150,613.0,-1,20490,244.0,-1,20490,244.0,-1,20490,244.0,"LINESTRING (316066.3100000003 381805.0999999996, 301877.27 374925.80999999866)","LINESTRING (316066.3100000003 381805.0999999996, 321069.42999999993 397161.1099999994)",,,
613,614,PL.PZGiK.320.NGRP.110269,110269,Proszowice,Proszowice,,-wic,proszowicki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0951818,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°11'33"" 20°17'24""",592051.49 259161.3,,,,,,,,,,,,małopolskie,proszowicki,Proszowice-gmina miejsko-wiejska,1214053,2021-04-08T09:00:00,2021-04-08T09:00:00,2017-03-06,POINT (592051.4900000001 259161.2999999998),495,614,-1,15739,705.0,-1,18488,540.0,-1,26824,863.0,-1,114176,244.0,"LINESTRING (592051.4900000001 259161.2999999998, 598203.12 252445.88999999873)",,,,
614,615,PL.PZGiK.320.NGRP.110322,110322,Prószków,Prószków,,-kowa,prószkowski,urzędowa,miejscowość,miasto,,,do 2004 r. - wieś,TERYT (SIMC),0502523,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°34'36"" 17°52'17""",420110.91 301678.72,,,Proskau,niemiecki,,,,,,,,opolskie,opolski,Prószków-gmina miejsko-wiejska,1609103,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-11-12,POINT (420110.91000000015 301678.7199999988),537,615,334,13221,935.0,-1,15474,540.0,-1,39859,863.0,-1,39859,244.0,"LINESTRING (420110.91000000015 301678.7199999988, 424307.7699999999 311739.44999999925)","LINESTRING (420110.91000000015 301678.7199999988, 426732.64 290235.2699999986)",,,
615,616,PL.PZGiK.320.NGRP.110340,110340,Pruchnik,Pruchnik,,-ka,pruchnicki,urzędowa,miejscowość,miasto,,,do 2010 r. - wieś,TERYT (SIMC),0608316,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Rozporządzenie Rady Ministrów z dnia 27 lipca 2010 r., Dz. U. Nr 138, poz. 929; Mapa topografi",1991-01-01; 1982-01-01; 2010-07-27; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Rada Ministrów; Minister Administracji i Cyfryzacji,punkt główny,"49°54'22"" 22°30'56""",752335.64 232460.49,,,,,,,,,,,,podkarpackie,jarosławski,Pruchnik-gmina miejsko-wiejska,1804073,2021-04-08T09:00:00,2021-04-08T09:00:00,2020-02-05,POINT (752335.6400000001 232460.48999999836),268,628,151,12644,628.0,-1,40297,849.0,-1,42789,863.0,-1,246039,244.0,"LINESTRING (752335.6400000001 232460.48999999836, 744489.4900000001 240694.54000000004)","LINESTRING (752335.6400000001 232460.48999999836, 743908.36 223033.24000000022)",,,
616,617,PL.PZGiK.320.NGRP.110349,110349,Prudnik,Prudnik,,-ka,prudnicki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0965878,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°19'17"" 17°34'50""",398988.12 273666.53,,,,,,,,,,,,opolskie,prudnicki,Prudnik-gmina miejsko-wiejska,1610043,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-11-14,POINT (398988.12000000005 273666.52999999933),19,617,-1,22333,838.0,-1,22333,540.0,-1,24426,863.0,-1,24426,244.0,"LINESTRING (398988.12000000005 273666.52999999933, 404749.9900000001 280660.9000000013)",,,,
617,618,PL.PZGiK.320.NGRP.110360,110360,Prusice,Prusice,,-sic,prusicki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0879914,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°22'16"" 16°57'37""",358067.1 391350.28,,,,,,,,,,,,dolnośląskie,trzebnicki,Prusice-gmina miejsko-wiejska,0220023,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-08-17,POINT (358067.10000000003 391350.28000000026),516,618,-1,20801,618.0,-1,27437,766.0,-1,29772,848.0,-1,29772,244.0,"LINESTRING (358067.10000000003 391350.28000000026, 354618.55000000005 383489.2299999995)",,,,
618,619,PL.PZGiK.320.NGRP.110453,110453,Pruszcz,Pruszcz,,-cza,pruszczański,urzędowa,miejscowość,miasto,,,do 2021 r. - wieś,TERYT (SIMC),0094024,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13; 2021-07-30,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji; Rada Ministrów,punkt główny,"53°19'51"" 18°11'50""",446553.14 607598.89,,,,,,,,,,,,kujawsko-pomorskie,świecki,Pruszcz-gmina miejsko-wiejska,0414083,2022-01-11T16:54:46,2022-01-11T16:54:46,2015-10-05,POINT (446553.14 607598.8900000006),82,808,-1,26318,565.0,-1,31841,766.0,-1,40862,848.0,-1,137102,244.0,"LINESTRING (446553.14 607598.8900000006, 462083.63 609656.1099999994)",,,,
619,620,PL.PZGiK.320.NGRP.110454,110454,Pruszcz Gdański,Pruszcz Gdański,,-cza -kiego,pruszczański,urzędowa,miejscowość,miasto,,,do 2017 r. - siedzina władz gminy,TERYT (SIMC),0934620,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Rady Ministrów z dnia 24 lipca 2017 r., Dz",1991-01-01; 1982-01-01; 2017-07-24; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Rada Ministrów; Minister Administracji i Cyfryzacji,punkt główny,"54°15'44"" 18°38'10""",476313.14 710962.44,,,,,,,,,,,,pomorskie,gdański,Pruszcz Gdański-gmina miejska,2204011,2021-04-08T09:00:00,2021-04-08T09:00:00,2018-01-02,POINT (476313.13999999996 710962.4399999995),167,620,-1,19984,672.0,818,22114,862.0,-1,58224,848.0,-1,191830,244.0,"LINESTRING (476313.13999999996 710962.4399999995, 477491.9000000001 720680.9000000004)",,"LINESTRING (476313.13999999996 710962.4399999995, 486885.38000000006 691538.71)",,
620,621,PL.PZGiK.320.NGRP.110472,110472,Pruszków,Pruszków,,-kowa,pruszkowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0921510,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°10'12"" 20°48'18""",623402.21 479747.18,,,,,,,,,,,,mazowieckie,pruszkowski,Pruszków-gmina miejska,1421021,2021-04-08T09:00:00,2021-04-08T09:00:00,2017-12-14,POINT (623402.21 479747.17999999784),573,621,58,6724,599.0,-1,15616,571.0,-1,55050,863.0,-1,66826,244.0,"LINESTRING (623402.21 479747.17999999784, 625871.9200000004 481261.7000000002)","LINESTRING (623402.21 479747.17999999784, 617473.2299999999 476574.88999999966)",,,
621,622,PL.PZGiK.320.NGRP.110515,110515,Przasnysz,Przasnysz,,-sza,przasnyski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0966398,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"53°01'18"" 20°52'56""",626202.91 574579.82,,,,,,,,,,,,mazowieckie,przasnyski,Przasnysz-gmina miejska,1422011,2021-04-08T09:00:00,2021-04-08T09:00:00,2018-01-05,POINT (626202.9100000001 574579.8200000003),420,634,-1,24522,940.0,-1,26369,571.0,-1,26369,863.0,-1,26369,244.0,"LINESTRING (626202.9100000001 574579.8200000003, 641438.46 557347.3200000003)",,,,
622,623,PL.PZGiK.320.NGRP.110626,110626,Przecław,Przecław,,-wia,przecławski,urzędowa,miejscowość,miasto,,,do 2009 r. - wieś,TERYT (SIMC),0658828,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Rozporządzenie Rady Ministrów z dnia 28 lipca 2009 r., Dz. U. z dnia 31.07.2009 r. Nr 120, poz",1991-01-01; 1982-01-01; 2009-07-28; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Rada Ministrów; Minister Administracji i Cyfryzacji,punkt główny,"50°11'39"" 21°28'47""",676942.34 261503.78,,,,,,,,,,,,podkarpackie,mielecki,Przecław-gmina miejsko-wiejska,1811073,2021-04-08T09:00:00,2021-04-08T09:00:00,2020-09-25,POINT (676942.3400000001 261503.78000000026),433,623,132,16770,339.0,-1,21691,949.0,-1,21691,863.0,-1,171099,244.0,"LINESTRING (676942.3400000001 261503.78000000026, 672383.1500000001 271788.2899999991)","LINESTRING (676942.3400000001 261503.78000000026, 672248.9299999999 245403.16999999993)",,,
623,624,PL.PZGiK.320.NGRP.110695,110695,Przedbórz,Przedbórz,,-rza,przedborski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0968026,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°05'15"" 19°52'26""",561186.48 358219.78,,,,,,,,,,,,łódzkie,radomszczański,Przedbórz-gmina miejsko-wiejska,1012113,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-02-02,POINT (561186.48 358219.77999999933),648,744,-1,27071,863.0,-1,27071,863.0,-1,27071,863.0,-1,29392,244.0,"LINESTRING (561186.48 358219.77999999933, 587898.7399999999 357144.7000000002)",,,,
624,625,PL.PZGiK.320.NGRP.110698,110698,Przedecz,Przedecz,,-dcza,przedecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0949129,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°19'60"" 18°54'02""",493235.05 496370.81,,,,,,,,,,,,wielkopolskie,kolski,Przedecz-gmina miejsko-wiejska,3009113,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-03-31,POINT (493235.0499999999 496370.8099999996),293,625,89,11799,625.0,-1,23230,766.0,-1,36634,848.0,-1,75648,244.0,"LINESTRING (493235.0499999999 496370.8099999996, 494074.99000000005 487505.30000000075)","LINESTRING (493235.0499999999 496370.8099999996, 501963.9700000001 504309.4899999993)",,,
625,626,PL.PZGiK.320.NGRP.110976,110976,Przemków,Przemków,,-kowa,przemkowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0954194,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"51°31'41"" 15°47'18""",277299.47 411725.02,,,,,,,,,,,,dolnośląskie,polkowicki,Przemków-gmina miejsko-wiejska,0216053,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-07-29,POINT (277299.47 411725.0200000005),86,626,-1,17864,613.0,-1,17864,244.0,-1,18513,244.0,-1,18513,244.0,"LINESTRING (277299.47 411725.0200000005, 284707.7500000001 399355.92000000086)",,,,
